"Date";"Latitude";"Longitude";"Type";"Depth";"Magnitude"
"1982";-39,753;176,886;"Earthquake";33;5,6
"1982";43,913;148,478;"Earthquake";33;6,1
"1982";43,815;148,42;"Earthquake";33;5,8
"1982";43,766;148,427;"Earthquake";33;5,7
"1982";-23,859;-66,605;"Earthquake";182,5;5,5
"1982";-15,296;-173,089;"Earthquake";33;6,3
"1982";-15,433;-173,062;"Earthquake";33;6,3
"1982";15,559;147,581;"Earthquake";46;5,5
"1982";-25,524;-176,245;"Earthquake";33;6,1
"1982";-5,593;149,524;"Earthquake";143,4;5,6
"1982";29,325;140,36;"Earthquake";175,8;6,8
"1982";56,844;-151,588;"Earthquake";33;5,7
"1982";-22,078;169,408;"Earthquake";33;5,5
"1982";52,64;-166,941;"Earthquake";33;5,9
"1982";52,819;-167,053;"Earthquake";33;5,5
"1982";-14,74;167,273;"Earthquake";149;5,6
"1982";51,435;-176,62;"Earthquake";37,8;5,5
"1982";-31,971;-178,514;"Earthquake";65,9;5,6
"1982";-15,591;168,004;"Earthquake";17,6;6
"1982";-30,516;-177,808;"Earthquake";54;5,6
"1982";-22,797;171,15;"Earthquake";41;5,5
"1982";-53,451;-3,467;"Earthquake";10;5,8
"1982";-7,156;125,876;"Earthquake";515,2;6,2
"1982";-54,782;-130,5;"Earthquake";10;5,5
"1982";73,392;54,559;"Nuclear Explosion";0;5,6
"1982";-62,553;166,926;"Earthquake";10;5,7
"1982";44,045;148,04;"Earthquake";39;5,7
"1982";-15,488;-175,955;"Earthquake";33;5,8
"1982";-6,65;101,63;"Earthquake";33;6,3
"1982";-55,788;-26,873;"Earthquake";33;5,6
"1982";1,491;126,375;"Earthquake";57,1;5,5
"1982";-7,62;116,914;"Earthquake";322,3;5,5
"1982";51,883;-170,447;"Earthquake";33;5,5
"1982";-4,499;138,951;"Earthquake";33;5,6
"1982";-13,323;167,205;"Earthquake";256,7;6,6
"1982";49,928;78,869;"Nuclear Explosion";0;6,1
"1982";-9,884;161,168;"Earthquake";97;5,7
"1982";-23,41;-175,952;"Earthquake";50;5,7
"1982";12,08;46,077;"Earthquake";10;5,6
"1982";-41,391;-87,65;"Earthquake";10;5,5
"1982";-29,041;-112,552;"Earthquake";10;5,9
"1982";-3,507;177,682;"Earthquake";33;5,6
"1982";-21;168,526;"Earthquake";33;5,5
"1982";-63,059;-60,727;"Earthquake";33;5,5
"1983";-16,943;-69,114;"Earthquake";172;6,3
"1983";-4,846;103,153;"Earthquake";59;5,5
"1983";-59,495;-26,262;"Earthquake";45;5,5
"1983";-3,151;101,227;"Earthquake";54,1;5,5
"1983";54,744;162,829;"Earthquake";33;5,6
"1983";9,665;122,182;"Earthquake";33;5,6
"1983";-15,296;-177,9;"Earthquake";48;5,8
"1983";-15,394;-173,33;"Earthquake";33;6,4
"1983";-3,161;148,195;"Earthquake";14,3;6,1
"1983";55,179;163,244;"Earthquake";33;6,1
"1983";-1,928;133,696;"Earthquake";33;5,7
"1983";-22,006;-68,47;"Earthquake";121;5,6
"1983";-27,237;-63,301;"Earthquake";558,1;5,7
"1983";1,493;127,294;"Earthquake";144;5,5
"1983";-10,228;124,4;"Earthquake";33;5,5
"1983";16,063;-95,093;"Earthquake";33;5,5
"1983";-3,514;177,768;"Earthquake";33;5,8
"1983";-26,689;-177,643;"Earthquake";151,6;5,5
"1983";16,872;-98,365;"Earthquake";50,7;5,5
"1983";26,838;57,562;"Earthquake";33;5,7
"1983";-29,707;-177,837;"Earthquake";52;6
"1983";51,754;159,618;"Earthquake";33;5,7
"1983";-7,574;156,04;"Earthquake";43,2;5,7
"1983";5,669;126,297;"Earthquake";51;6,3
"1983";-11,535;-77,8;"Earthquake";57,6;5,6
"1983";-6,212;100,7;"Earthquake";23,4;5,5
"1983";39,497;143,234;"Earthquake";33;5,7
"1983";-3,471;177,628;"Earthquake";33;5,8
"1983";11,007;-62,364;"Earthquake";82,4;5,9
"1983";43,813;147,397;"Earthquake";33;6,2
"1983";5,397;126,649;"Earthquake";48,2;5,6
"1983";-6,972;147,389;"Earthquake";61,7;5,7
"1983";-4,036;127,893;"Earthquake";33;6
"1983";-4,056;127,924;"Earthquake";16,9;6,7
"1983";-18,116;168,073;"Earthquake";35,9;5,8
"1983";-28,529;-66,6;"Earthquake";39;5,5
"1983";8,717;-83,123;"Earthquake";37;7,1
"1983";8,655;-83,327;"Earthquake";33;5,5
"1983";51,976;179,259;"Earthquake";116,1;5,6
"1983";5,723;94,722;"Earthquake";78,5;6,9
"1983";5,791;94,746;"Earthquake";69,5;5,9
"1983";-14,343;171,481;"Earthquake";33;5,6
"1983";52,931;159,858;"Earthquake";38;5,9
"1983";49,408;155,602;"Earthquake";51;6,5
"1983";-15,038;167,289;"Earthquake";123;6,2
"1983";40,025;75,26;"Earthquake";33;5,6
"1983";-22,532;-175,115;"Earthquake";33;5,5
"1983";7,985;-82,695;"Earthquake";34,7;5,5
"1983";11,429;57,52;"Earthquake";10;6,7
"1983";-17,846;-174,503;"Earthquake";33;5,8
"1983";10,419;-62,764;"Earthquake";40;6,1
"1983";-35,55;-179,252;"Earthquake";49,6;5,7
"1983";5,25;61,619;"Earthquake";10;5,7
"1983";-4,843;-78,103;"Earthquake";104,2;7
"1983";46,353;153,453;"Earthquake";24;6,2
"1983";46,327;153,435;"Earthquake";33;5,6
"1983";-20,733;-178,475;"Earthquake";596;5,7
"1983";36,24;-120,3;"Earthquake";12;6,3
"1983";36,2316667;-120,312;"Earthquake";9,578;6,7
"1983";36,23;-120,29;"Earthquake";8;5,5
"1983";-20,29;-178,296;"Earthquake";593,5;5,5
"1983";-33,866;179,649;"Earthquake";25,2;5,7
"1983";5,429;-82,601;"Earthquake";10;5,5
"1983";15,439;121,711;"Earthquake";33;5,6
"1983";19,972;-109,367;"Earthquake";10;5,8
"1983";-40,93;-74,909;"Earthquake";23;6
"1983";-61,865;161,283;"Earthquake";10;5,5
"1983";8,233;-82,957;"Earthquake";39,1;6,1
"1983";19,98;-109,454;"Earthquake";10;6,1
"1983";24,419;121,56;"Earthquake";28,2;5,6
"1983";-5,399;150,896;"Earthquake";112,4;6,5
"1983";-4,805;152,509;"Earthquake";71,6;6,7
"1983";2,293;128,34;"Earthquake";125;6,2
"1983";-21,432;-173,453;"Earthquake";33;5,7
"1983";17,631;-46,529;"Earthquake";10;5,7
"1983";17,63;-46,567;"Earthquake";10;5,6
"1983";13,833;120,749;"Earthquake";236,4;5,5
"1983";-17,038;-174,605;"Earthquake";179,6;6,6
"1983";-15,694;-172,812;"Earthquake";33;6,1
"1983";-53,049;9,724;"Earthquake";10;5,7
"1983";-9,512;-71,249;"Earthquake";598,6;6,2
"1983";45,344;150,38;"Earthquake";35,4;5,7
"1983";-50,685;29,103;"Earthquake";10;5,5
"1983";40,237;139,023;"Earthquake";30,6;6
"1983";40,268;139,023;"Earthquake";28;6,3
"1983";51,414;-174,111;"Earthquake";20,8;6,1
"1983";-5,937;122,636;"Earthquake";46,3;5,5
"1983";75,53;122,76;"Earthquake";10;5,6
"1983";-24,183;-176,329;"Earthquake";46,7;5,7
"1983";49,906;78,981;"Nuclear Explosion";0;6,1
"1983";1,527;127,323;"Earthquake";119,9;5,7
"1983";-20,749;-178,345;"Earthquake";529,4;5,5
"1983";-57,934;-25,373;"Earthquake";32,4;5,6
"1983";36,935;141,115;"Earthquake";51,7;5,5
"1983";5,747;94,715;"Earthquake";92,6;5,7
"1983";20,161;122,379;"Earthquake";220,3;5,9
"1983";9,652;-83,688;"Earthquake";33;6,5
"1983";-55,575;-27,994;"Earthquake";33;5,5
"1983";-55,849;-123,404;"Earthquake";10;5,9
"1983";-24,22;-174,867;"Earthquake";33;5,5
"1983";-22,599;171,02;"Earthquake";33;6,4
"1983";40,324;27,222;"Earthquake";10;6,1
"1983";-22,66;171,018;"Earthquake";33;5,6
"1983";-57,879;-25,615;"Earthquake";33;5,7
"1983";-22,648;170,89;"Earthquake";38,7;5,8
"1983";-22,609;170,731;"Earthquake";33,7;6,2
"1983";-7,271;27,844;"Earthquake";10;5,8
"1983";-21,745;-173,381;"Earthquake";33;5,5
"1983";-60,889;-53,02;"Earthquake";10;6,9
"1983";23,952;-108,293;"Earthquake";10;5,5
"1983";27,606;56,381;"Earthquake";25;5,9
"1983";61,03;-147,38;"Earthquake";37;6,4
"1983";61,031;-147,286;"Earthquake";37;6,6
"1983";-48,284;-75,848;"Earthquake";33;5,6
"1983";20,435;122,101;"Earthquake";157,9;6,3
"1983";45,139;153,485;"Earthquake";56;5,5
"1983";-17,395;167,914;"Earthquake";33;5,6
"1983";52,934;159,734;"Earthquake";33;5,5
"1983";-17,304;167,87;"Earthquake";33;5,7
"1983";-3,596;-62,153;"Earthquake";23;5,6
"1983";51,63;15,994;"Earthquake";10;5,8
"1983";16,125;-93,885;"Earthquake";87,2;5,7
"1983";40,142;24,766;"Earthquake";2,4;6,8
"1983";-6,518;130,119;"Earthquake";160;6
"1983";35,498;139,069;"Earthquake";24,8;5,7
"1983";-23,782;-175,967;"Earthquake";33;5,5
"1983";18,828;120,957;"Earthquake";14,8;5,6
"1983";1,815;127,294;"Earthquake";99,8;5,7
"1983";-52,484;25,838;"Earthquake";10;5,8
"1983";-29,405;-111,905;"Earthquake";10;5,5
"1983";-17,33;-69,932;"Earthquake";105,3;5,9
"1983";-20,998;169,801;"Earthquake";111,8;5,5
"1983";-9,305;158,655;"Earthquake";37,7;5,5
"1983";60,976;-147,5;"Earthquake";45;6,4
"1983";24,032;122,327;"Earthquake";33;5,7
"1983";19,332;-155,122;"Earthquake";9;5,5
"1983";36,502;71,082;"Earthquake";208,8;6,2
"1983";45,628;150,762;"Earthquake";33;5,5
"1983";-6,627;154,552;"Earthquake";67,8;5,6
"1983";33,941;139,513;"Earthquake";12,4;6
"1983";20,126;121,392;"Earthquake";33;5,5
"1983";-26,535;-70,563;"Earthquake";14,8;7,4
"1983";-26,339;-70,654;"Earthquake";31,2;5,7
"1983";49,932;78,843;"Nuclear Explosion";0;6
"1983";41,566;88,766;"Nuclear Explosion";33;5,5
"1983";-26,724;-70,908;"Earthquake";19,7;5,5
"1983";44,229;130,741;"Earthquake";557,9;6,1
"1983";-5,458;146,02;"Earthquake";58,6;5,8
"1983";-26,135;-70,518;"Earthquake";16,1;6,7
"1983";-5,818;103,163;"Earthquake";37,7;5,6
"1983";27,157;-44,497;"Earthquake";10;5,7
"1983";-2,948;128,13;"Earthquake";31,3;5,5
"1983";8,055;-82,741;"Earthquake";20,2;5,7
"1983";-4,014;-79,418;"Earthquake";92,8;5,9
"1983";-5,779;104,506;"Earthquake";50,3;5,5
"1983";-20,145;-177,678;"Earthquake";386,6;5,6
"1983";35,206;115,213;"Earthquake";19;5,7
"1983";1,411;128,164;"Earthquake";31,3;6,1
"1983";1,27;128,335;"Earthquake";59,4;6,6
"1983";1,413;128,154;"Earthquake";39;6,4
"1983";1,404;128,137;"Earthquake";56,8;5,5
"1983";1,43;128,267;"Earthquake";36,7;5,6
"1983";4,264;123,024;"Earthquake";576,5;5,6
"1983";-6,653;71,423;"Earthquake";10;5,6
"1983";14,066;-91,924;"Earthquake";67,1;7
"1983";-15,24;-172,915;"Earthquake";33;6,2
"1983";-6,463;71,417;"Earthquake";10;6,3
"1983";4,396;62,513;"Earthquake";10;5,5
"1983";-19,216;-178,378;"Earthquake";627;5,5
"1983";18,548;-102,581;"Earthquake";68,3;5,5
"1983";-22,479;-179,503;"Earthquake";629,6;5,5
"1983";3,792;148,958;"Earthquake";10;6,3
"1983";46,248;150,927;"Earthquake";97,7;5,6
"1983";8,137;137,239;"Earthquake";23,9;6,4
"1983";-18,361;168,047;"Earthquake";54,2;5,5
"1983";-5,077;151,892;"Earthquake";85,5;5,5
"1983";-7,583;127,288;"Earthquake";136,9;6,4
"1984";-2,601;141,597;"Earthquake";33;5,5
"1984";33,683;136,894;"Earthquake";368,1;7,2
"1984";-22,81;-66,16;"Earthquake";272,1;6
"1984";-57,89;-142,32;"Earthquake";10;6,4
"1984";-56,745;-142,655;"Earthquake";10;6,4
"1984";1,392;128,145;"Earthquake";44,1;5,7
"1984";-3,011;145,79;"Earthquake";14,4;5,7
"1984";45,477;151,414;"Earthquake";20,4;5,9
"1984";37,966;102,188;"Earthquake";12,3;5,5
"1984";-2,823;118,806;"Earthquake";33;7
"1984";6,553;126,927;"Earthquake";78;5,8
"1984";-60,951;-36,071;"Earthquake";10;5,6
"1984";-2,751;-102,828;"Earthquake";10;5,5
"1984";-6,239;27,861;"Earthquake";10;5,6
"1984";49,063;146,59;"Earthquake";573,4;6,4
"1984";34,616;70,484;"Earthquake";33;6,1
"1984";-29,498;-71,26;"Earthquake";46,4;5,6
"1984";-11,514;166,254;"Earthquake";61,8;5,9
"1984";45,53;150,174;"Earthquake";95,9;5,6
"1984";-25,755;-178,793;"Earthquake";351,6;5,6
"1984";-10,012;160,469;"Earthquake";18,1;7,6
"1984";-9,815;160,268;"Earthquake";27;6,4
"1984";28,271;-112,144;"Earthquake";10;6
"1984";38,396;22,094;"Earthquake";28,7;5,6
"1984";12,09;-60,032;"Earthquake";62,7;5,7
"1984";-4,52;-105,993;"Earthquake";10;6
"1984";-21,144;-176,444;"Earthquake";227,8;5,5
"1984";-4,337;145,855;"Earthquake";33;6
"1984";8,147;123,762;"Earthquake";649,1;7,3
"1984";50,947;160,549;"Earthquake";33;5,6
"1984";28,726;139,252;"Earthquake";460,4;5,7
"1984";24,543;94,661;"Earthquake";68,9;5,5
"1984";29,384;138,935;"Earthquake";457,4;7,4
"1984";42,57;142,84;"Earthquake";103,3;5,7
"1984";50,061;79,003;"Nuclear Explosion";0;5,7
"1984";-38,252;177,224;"Earthquake";87,8;6
"1984";-7,641;106,957;"Earthquake";52,1;6
"1984";38,392;135,482;"Earthquake";351;5,5
"1984";-23,423;-179,971;"Earthquake";546,5;6,2
"1984";-4,606;145,659;"Earthquake";26,7;5,5
"1984";-5,661;124,831;"Earthquake";601,3;5,9
"1984";44,673;149,638;"Earthquake";41,1;5,6
"1984";-14,316;167,222;"Earthquake";156,2;5,5
"1984";-6,85;72,368;"Earthquake";10;5,5
"1984";-6,061;149,401;"Earthquake";73,4;5,5
"1984";-55,511;147,076;"Earthquake";10;6,1
"1984";-18,903;168,85;"Earthquake";182,4;6,8
"1984";5,121;125,496;"Earthquake";46,1;5,6
"1984";9,011;123,05;"Earthquake";33;5,5
"1984";-4,532;146,099;"Earthquake";33;5,5
"1984";-8,569;111,338;"Earthquake";85,6;5,5
"1984";33,719;-38,577;"Earthquake";10;5,6
"1984";-55,514;146,555;"Earthquake";10;5,6
"1984";24,257;93,545;"Earthquake";33;6
"1984";51,688;-176,774;"Earthquake";58;5,6
"1984";33,786;-38,497;"Earthquake";10;5,6
"1984";41,765;13,898;"Earthquake";10;5,9
"1984";-30,305;-177,722;"Earthquake";33;6,2
"1984";-36,269;-98,886;"Earthquake";10;5,6
"1984";41,831;13,961;"Earthquake";13,9;5,5
"1984";-21,852;-138,961;"Nuclear Explosion";0;5,7
"1984";-32,726;-178,671;"Earthquake";33;5,5
"1984";-45,258;-75,711;"Earthquake";33;5,5
"1984";-22,649;171,857;"Earthquake";23,8;5,8
"1984";52,112;-170,999;"Earthquake";33;5,5
"1984";13,327;124,738;"Earthquake";52,6;5,6
"1984";-7,819;-76,708;"Earthquake";33;5,7
"1984";-4,82;125,845;"Earthquake";33;6,2
"1984";-6,031;151,741;"Earthquake";33;5,6
"1984";-5,796;104,169;"Earthquake";33;6,1
"1984";-30,707;-71,179;"Earthquake";46,3;6,2
"1984";-13,826;65,997;"Earthquake";10;5,8
"1984";53,648;-165,218;"Earthquake";43,1;5,7
"1984";36,471;70,906;"Earthquake";203,8;5,6
"1984";16,804;-98,441;"Earthquake";46,6;6,4
"1984";-54,871;158,889;"Earthquake";10;5,5
"1984";36,295;69,522;"Earthquake";53,5;5,6
"1984";-17,735;-178,847;"Earthquake";536,3;5,8
"1984";-7,212;121,072;"Earthquake";575;5,5
"1984";-2,593;140,286;"Earthquake";33;5,5
"1984";-12,924;166,621;"Earthquake";126,3;5,6
"1984";-6,056;154,424;"Earthquake";33;6,6
"1984";-56,1;-27,399;"Earthquake";97,7;5,7
"1984";13,33;145,912;"Earthquake";49,2;5,6
"1984";-25,286;70,097;"Earthquake";10;5,5
"1984";-5,788;111,298;"Earthquake";533,5;6,7
"1984";10,851;94,618;"Earthquake";33;5,5
"1984";-6,317;154,792;"Earthquake";48,4;5,5
"1984";11,492;138,917;"Earthquake";44,5;5,6
"1984";5,54;126,479;"Earthquake";55,3;5,9
"1984";-7,32;126,026;"Earthquake";469,7;5,5
"1984";57,67;-32,87;"Earthquake";10;5,5
"1984";-40,929;43,274;"Earthquake";10;5,5
"1984";14,386;-92,224;"Earthquake";36,2;5,9
"1984";-0,086;122,517;"Earthquake";242,3;7,4
"1984";32,386;131,945;"Earthquake";46,2;6,9
"1984";-15,406;166,868;"Earthquake";33;5,5
"1984";-5,038;152,115;"Earthquake";39,8;6,2
"1984";-17,841;-173,233;"Earthquake";33;5,5
"1984";-24,186;-69,179;"Earthquake";100,6;5,6
"1984";18,394;120,811;"Earthquake";13,1;5,6
"1984";44,452;149,577;"Earthquake";26,4;5,7
"1984";-18,197;-178,168;"Earthquake";478,3;5,7
"1984";-21,138;-179,015;"Earthquake";621,5;5,5
"1984";-8,056;121,779;"Earthquake";201,1;6
"1984";-25,494;-116,055;"Earthquake";10;5,7
"1984";-16,905;174,515;"Earthquake";33;5,8
"1984";-43,395;91,758;"Earthquake";10;5,9
"1984";40,503;-126,831;"Earthquake";10;6,7
"1984";40,5038333;-125,1303333;"Earthquake";4,333;6,6
"1984";-15,501;167,685;"Earthquake";125,6;6,1
"1984";-15,75;-71,872;"Earthquake";139,9;5,5
"1984";-18,63;167,983;"Earthquake";6;5,9
"1984";26,096;128,505;"Earthquake";30,5;5,5
"1984";-18,523;167,978;"Earthquake";14,6;5,5
"1984";-9,809;118,787;"Earthquake";34,2;6,3
"1984";11,69;-60,173;"Earthquake";58;5,5
"1984";-6,327;148,979;"Earthquake";56,8;5,5
"1984";-14,898;-175,262;"Earthquake";33;5,8
"1984";-47,86;31,95;"Earthquake";10;5,7
"1984";24,886;-109,01;"Earthquake";10;5,6
"1984";-4,642;-105,495;"Earthquake";10;5,6
"1984";-20,147;-179,271;"Earthquake";675,6;5,6
"1984";-5,483;130,143;"Earthquake";25,9;5,5
"1984";-33,998;179,723;"Earthquake";135,1;5,7
"1984";-16,676;177,113;"Earthquake";13;6,3
"1984";-16,724;177,219;"Earthquake";11,7;5,8
"1984";8,185;-38,794;"Earthquake";10;7,1
"1984";-19,79;-175,845;"Earthquake";223,1;5,7
"1984";55,209;163,692;"Earthquake";49;6,3
"1984";8,319;126,035;"Earthquake";27,6;5,5
"1984";8,253;126,056;"Earthquake";23,9;5,7
"1984";-21,883;-138,994;"Explosion";0;5,7
"1984";6,78;-73,043;"Earthquake";163,8;5,5
"1984";-11,832;-13,866;"Earthquake";10;5,9
"1984";-18,876;67,352;"Earthquake";10;5,9
"1984";-18,666;-175,421;"Earthquake";229,5;5,6
"1984";-2,112;150,587;"Earthquake";29,3;5,7
"1984";-30,7;-71,46;"Earthquake";44,9;5,6
"1984";52,181;-170,999;"Earthquake";33;5,9
"1984";-7,321;128,569;"Earthquake";154,8;5,5
"1984";-12,692;166,745;"Earthquake";111,4;5,7
"1984";10,339;125,191;"Earthquake";32,3;5,6
"1984";10,398;125,267;"Earthquake";33,6;5,6
"1984";-25,083;179,705;"Earthquake";515,6;5,6
"1984";-20,036;-173,754;"Earthquake";91,7;5,5
"1984";49,993;79,072;"Nuclear Explosion";0;5,8
"1984";20,357;-115,765;"Earthquake";10;6,4
"1984";-3,818;152,037;"Earthquake";17,9;6,2
"1984";44,212;148,138;"Earthquake";64,5;6,4
"1984";37,971;43,147;"Earthquake";35,6;5,7
"1984";22,609;143,334;"Earthquake";121,5;5,7
"1984";-1,272;-13,947;"Earthquake";10;5,6
"1984";-21,848;-138,913;"Nuclear Explosion";0;5,6
"1984";0,364;125,341;"Earthquake";34,5;5,8
"1984";-1,423;-15,055;"Earthquake";10;6,1
"1984";-1,068;-23,454;"Earthquake";10;5,9
"1984";-5,677;149,367;"Earthquake";127,7;5,6
"1984";-14,838;-75,226;"Earthquake";53,2;5,7
"1984";-22,407;-68,599;"Earthquake";91,5;6,4
"1984";-7,879;108,018;"Earthquake";76,7;5,6
"1985";55,428;-157,835;"Earthquake";33,3;6
"1985";-14,658;-175,353;"Earthquake";33;5,7
"1985";-21,616;-174,11;"Earthquake";33;5,6
"1985";-26,057;-177,518;"Earthquake";132,7;5,8
"1985";-0,666;67,29;"Earthquake";10;5,6
"1985";10,177;-80,027;"Earthquake";32,8;6,2
"1985";34,16;135,557;"Earthquake";74,1;5,7
"1985";-36,644;177,584;"Earthquake";28;5,6
"1985";27,152;91,986;"Earthquake";11,8;5,6
"1985";-31,137;-178,296;"Earthquake";91,5;5,5
"1985";-36,583;177,685;"Earthquake";24,6;5,7
"1985";-20,754;-179,085;"Earthquake";662,2;5,5
"1985";60,289;-140,744;"Earthquake";14,7;5,7
"1985";10,797;-43,446;"Earthquake";10;6,1
"1985";-54,158;143,967;"Earthquake";10;5,8
"1985";-2,655;68;"Earthquake";10;5,6
"1985";0,196;123,582;"Earthquake";189,1;6,2
"1985";16,592;122,38;"Earthquake";44;5,7
"1985";-17,712;-174,371;"Earthquake";118;5,8
"1985";43,838;147,686;"Earthquake";42;5,5
"1985";28,399;52,997;"Earthquake";36,8;5,5
"1985";-20,547;-174,099;"Earthquake";56,5;6
"1985";49,877;78,816;"Nuclear Explosion";0;5,9
"1985";16,644;-94,968;"Earthquake";90,8;5,7
"1985";4,544;-32,56;"Earthquake";10;5,6
"1985";29,15;130,332;"Earthquake";43,6;5,5
"1985";-2,092;119,595;"Earthquake";33;5,6
"1985";-2,082;119,67;"Earthquake";17,1;6,4
"1985";-2,2;119,56;"Earthquake";33;5,9
"1985";-1,964;119,727;"Earthquake";43,5;6,7
"1985";-33,107;-71,737;"Earthquake";33;5,5
"1985";-33,135;-71,871;"Earthquake";33;8
"1985";-32,738;-71,215;"Earthquake";33;6,4
"1985";-32,935;-71,477;"Earthquake";33;5,9
"1985";-33,141;-71,627;"Earthquake";29;5,5
"1985";-33,207;-71,663;"Earthquake";33;7,4
"1985";-34,115;-71,905;"Earthquake";33;6,2
"1985";-32,925;-71,793;"Earthquake";33;6,6
"1985";-33,825;-71,93;"Earthquake";33;6,3
"1985";-33,223;-71,918;"Earthquake";33;5,6
"1985";-33,142;-71,997;"Earthquake";33;6,3
"1985";-33,916;-72,283;"Earthquake";29,3;5,7
"1985";-33,842;-71,249;"Earthquake";40,1;6,3
"1985";-34,079;-72,331;"Earthquake";33;5,7
"1985";-32,878;-71,818;"Earthquake";33;6,2
"1985";-54,679;-136,576;"Earthquake";10;5,6
"1985";1,192;122,826;"Earthquake";33;6,2
"1985";45,665;178,802;"Earthquake";33;5,7
"1985";-12,486;166,522;"Earthquake";82,2;5,7
"1985";55,241;162,043;"Earthquake";47,4;5,9
"1985";-32,878;-71,878;"Earthquake";55,8;5,5
"1985";5,831;126,355;"Earthquake";92,1;5,9
"1985";-13,912;-72,612;"Earthquake";71,5;5,6
"1985";-4,386;106,879;"Earthquake";631,4;5,5
"1985";66,239;-150,029;"Earthquake";11,8;6,2
"1985";-33,702;-72,304;"Earthquake";33;5,8
"1985";2,935;127,367;"Earthquake";52,3;5,7
"1985";-0,641;123,288;"Earthquake";71,1;5,5
"1985";-21,09;-179,168;"Earthquake";640,9;5,5
"1985";66,136;-150,148;"Earthquake";10;5,5
"1985";13,454;-89,032;"Earthquake";76,7;5,8
"1985";2,005;128,861;"Earthquake";54;5,6
"1985";10,378;125,587;"Earthquake";102,9;5,6
"1985";-33,072;-72,187;"Earthquake";46,7;5,8
"1985";8,452;-103,202;"Earthquake";10;5,7
"1985";51,883;158,726;"Earthquake";33;5,6
"1985";-32,584;-71,656;"Earthquake";33;6,2
"1985";-33,272;-179,235;"Earthquake";33;5,5
"1985";28,23;139,525;"Earthquake";468,7;6,5
"1985";-35,437;-16,085;"Earthquake";10;5,6
"1985";1,799;127,511;"Earthquake";144,5;5,5
"1985";-56,39;-122,309;"Earthquake";10;6,4
"1985";-5,717;154,062;"Earthquake";47,7;5,9
"1985";-4,124;136,268;"Earthquake";13,8;6
"1985";-34,131;-71,618;"Earthquake";37,8;7,2
"1985";34,092;140,719;"Earthquake";43,6;6,2
"1985";29,962;138,927;"Earthquake";420;6,3
"1985";49,988;159,416;"Earthquake";27,6;5,5
"1985";-35,598;179,001;"Earthquake";107,7;5,9
"1985";-53,237;25,307;"Earthquake";10;5,7
"1985";-11,343;165,687;"Earthquake";33;6
"1985";-9,196;-71,23;"Earthquake";599,9;6,6
"1985";48,871;156,329;"Earthquake";43,1;6,4
"1985";1,565;126,416;"Earthquake";46,3;5,6
"1985";11,853;-86,93;"Earthquake";87,7;5,9
"1985";30,885;70,269;"Earthquake";36,6;5,9
"1985";-36,407;-98,868;"Earthquake";10;5,7
"1985";-37,498;179,452;"Earthquake";29,5;6,2
"1985";-57,659;-25,135;"Earthquake";33;5,5
"1985";-62,844;155,692;"Earthquake";10;5,7
"1985";30,91;70,31;"Earthquake";33;5,5
"1985";-21,823;-139,048;"Explosion";0;5,7
"1985";-1,337;67,677;"Earthquake";10;5,8
"1985";2,356;126,777;"Earthquake";33;5,6
"1985";51,465;177,913;"Earthquake";33;6,3
"1985";51,302;178,024;"Earthquake";33;6
"1985";-5,599;151,045;"Earthquake";26,7;7,2
"1985";-5,689;150,802;"Earthquake";33;5,8
"1985";12,167;144,421;"Earthquake";23,1;5,6
"1985";-11,239;162,409;"Earthquake";33;5,8
"1985";-6,485;154,761;"Earthquake";370,2;5,8
"1985";-37,728;-73,653;"Earthquake";33;5,9
"1985";52,395;160,508;"Earthquake";38,1;5,5
"1985";13,175;-90,138;"Earthquake";65,5;6,3
"1985";52,452;160,411;"Earthquake";37,1;5,5
"1985";-15,289;-173,516;"Earthquake";33;6,7
"1985";4,873;127,481;"Earthquake";94,2;6,2
"1985";13,438;-89,879;"Earthquake";42,3;5,5
"1985";-0,379;-19,541;"Earthquake";10;5,7
"1985";-4,646;153,173;"Earthquake";68;6,3
"1985";0,932;-28,432;"Earthquake";10;6,6
"1985";-3,775;151,348;"Earthquake";10;5,6
"1985";-17,344;-175,325;"Earthquake";33;5,5
"1985";28,735;140,342;"Earthquake";47,8;5,5
"1985";6,184;126,858;"Earthquake";87,8;5,5
"1985";3,029;-78,578;"Earthquake";17,7;5,6
"1985";-27,958;-66,995;"Earthquake";151,4;6,4
"1985";-32,628;-71,86;"Earthquake";33;5,5
"1985";15,765;-93,966;"Earthquake";62,9;5,5
"1985";24,585;122,078;"Earthquake";27,9;5,9
"1985";18,367;87,188;"Earthquake";10;5,5
"1985";8,272;126,516;"Earthquake";77,9;5,5
"1985";-33,797;56,337;"Earthquake";10;5,6
"1985";-33,749;56,419;"Earthquake";10;5,9
"1985";-54,82;146,436;"Earthquake";10;6,4
"1985";-4,439;152,828;"Earthquake";33;7,3
"1985";-4,364;152,951;"Earthquake";33;5,5
"1985";-17,243;167,834;"Earthquake";28,6;6,5
"1985";-4,256;152,577;"Earthquake";38,5;5,6
"1985";-33,441;-72,214;"Earthquake";33;5,5
"1985";-29,721;-177,771;"Earthquake";49,8;6,3
"1985";-33,397;-72,151;"Earthquake";40,2;5,5
"1985";-9,725;117,67;"Earthquake";85,6;5,5
"1985";-32,951;-72,072;"Earthquake";31,4;6
"1985";19,563;-108,464;"Earthquake";10;5,9
"1985";-59,732;149,798;"Earthquake";10;6,3
