"Date";"Latitude";"Longitude";"Type";"Depth";"Magnitude"
"1965";19,246;145,616;"Earthquake";131,6;6
"1965";1,863;127,352;"Earthquake";80;5,8
"1965";-20,579;-173,972;"Earthquake";20;6,2
"1965";-59,076;-23,557;"Earthquake";15;5,8
"1965";11,938;126,427;"Earthquake";15;5,8
"1965";-13,405;166,629;"Earthquake";35;6,7
"1965";27,357;87,867;"Earthquake";20;5,9
"1965";-18,697;-177,864;"Earthquake";482,9;5,6
"1965";37,523;73,251;"Earthquake";15;6
"1965";-51,84;139,741;"Earthquake";10;6,1
"1965";51,251;178,715;"Earthquake";30,3;8,7
"1965";51,639;175,055;"Earthquake";30;6
"1965";52,528;172,007;"Earthquake";25;5,7
"1965";51,626;175,746;"Earthquake";25;5,8
"1965";51,037;177,848;"Earthquake";25;5,9
"1965";51,73;173,975;"Earthquake";20;5,9
"1965";51,775;173,058;"Earthquake";10;5,7
"1965";52,611;172,588;"Earthquake";24;5,7
"1965";51,831;174,368;"Earthquake";31,8;5,7
"1965";51,948;173,969;"Earthquake";20;5,6
"1965";51,443;179,605;"Earthquake";30;7,3
"1965";52,773;171,974;"Earthquake";30;6,5
"1965";51,772;174,696;"Earthquake";20;5,6
"1965";52,975;171,091;"Earthquake";25;6,4
"1965";52,99;170,874;"Earthquake";25;5,8
"1965";51,536;175,045;"Earthquake";25;5,8
"1965";13,245;-44,922;"Earthquake";10;5,8
"1965";51,812;174,206;"Earthquake";10;5,7
"1965";51,762;174,841;"Earthquake";25;5,7
"1965";52,438;174,321;"Earthquake";39,5;6,3
"1965";51,946;173,84;"Earthquake";30;5,7
"1965";51,738;174,566;"Earthquake";20;6
"1965";51,487;176,558;"Earthquake";30,4;5,6
"1965";53,008;-162,008;"Earthquake";17,8;6,4
"1965";52,184;175,505;"Earthquake";27,7;6,2
"1965";52,076;172,918;"Earthquake";30,1;5,6
"1965";51,744;175,213;"Earthquake";37,4;5,7
"1965";52,057;174,116;"Earthquake";17,5;5,7
"1965";53,191;-161,859;"Earthquake";22,5;6,3
"1965";51,447;176,469;"Earthquake";25,2;5,8
"1965";51,258;173,393;"Earthquake";17,7;5,7
"1965";52,031;175,411;"Earthquake";25;5,7
"1965";51,294;179,092;"Earthquake";25;5,8
"1965";55,223;165,426;"Earthquake";32,5;5,9
"1965";-18,718;169,386;"Earthquake";200;5,6
"1965";52,815;171,904;"Earthquake";30;6
"1965";52,188;172,752;"Earthquake";25;5,8
"1965";-5,377;152,115;"Earthquake";30;5,9
"1965";21,104;121,218;"Earthquake";30;5,7
"1965";-5,371;152,055;"Earthquake";40;5,5
"1965";21,122;121,148;"Earthquake";30;5,6
"1965";52,204;173,911;"Earthquake";33,6;5,7
"1965";15,404;-92,623;"Earthquake";105,2;5,6
"1965";38,399;28,226;"Earthquake";10;5,8
"1965";-27,145;-177,262;"Earthquake";15;5,6
"1965";-5,514;151,819;"Earthquake";14,8;6,7
"1965";53,046;171,308;"Earthquake";25,7;6,3
"1965";-5,487;146,993;"Earthquake";200;5,7
"1965";50,928;179,511;"Earthquake";30;5,5
"1965";52,39;174,937;"Earthquake";35;5,6
"1965";-27,027;-63,214;"Earthquake";560,8;5,8
"1965";52,416;174,239;"Earthquake";35;5,6
"1965";-18,425;-132,923;"Earthquake";10;5,6
"1965";20,13;121,461;"Earthquake";45;5,8
"1965";-29,998;-177,968;"Earthquake";50;6
"1965";39,197;23,86;"Earthquake";15;6,1
"1965";9,986;125,896;"Earthquake";60;5,9
"1965";15,8;-98,067;"Earthquake";10;5,8
"1965";51,865;175,172;"Earthquake";30,7;5,7
"1965";-27,088;-176,046;"Earthquake";25;5,6
"1965";37,505;22,067;"Earthquake";20;6,1
"1965";44,812;150,871;"Earthquake";39,2;5,7
"1965";36,083;139,968;"Earthquake";50;5,7
"1965";-0,463;120,039;"Earthquake";25;6,2
"1965";52,192;173,437;"Earthquake";25;6,1
"1965";-32,707;-178,207;"Earthquake";20;6
"1965";35,047;24,318;"Earthquake";65;6,2
"1965";-20,455;-173,621;"Earthquake";17,5;5,7
"1965";-17,857;-178,646;"Earthquake";543,7;6,5
"1965";-13,409;170,376;"Earthquake";635;6,3
"1965";-42,692;174,205;"Earthquake";20;5,9
"1965";-26,168;178,628;"Earthquake";570;5,7
"1965";30,317;138,702;"Earthquake";421,7;5,6
"1965";60,35;-146,176;"Earthquake";15;5,6
"1965";28,927;128,769;"Earthquake";22,5;5,8
"1965";-32,537;-70,569;"Earthquake";90;5,8
"1965";13,683;-89,07;"Earthquake";15;5,9
"1965";-24,281;-67,927;"Earthquake";110;5,7
"1965";41,801;79,414;"Earthquake";10;6,2
"1965";-3,523;137,924;"Earthquake";50;5,7
"1965";-6,174;130,358;"Earthquake";153,1;6,1
"1965";-23,54;-179,917;"Earthquake";540;5,7
"1965";15,674;-46,712;"Earthquake";12,5;5,9
"1965";-1,649;126,552;"Earthquake";20;5,6
"1965";51,884;174,015;"Earthquake";20;5,6
"1965";44,608;149,022;"Earthquake";40,7;7
"1965";44,578;148,699;"Earthquake";58;7,2
"1965";44,133;149,255;"Earthquake";31,6;5,5
"1965";44,112;149,539;"Earthquake";35;5,6
"1965";44,299;149,032;"Earthquake";32,6;5,7
"1965";44,167;149,87;"Earthquake";35;5,6
"1965";43,775;149,448;"Earthquake";38;5,7
"1965";43,804;149,351;"Earthquake";35;5,7
"1965";43,885;149,339;"Earthquake";35;5,5
"1965";-20,38;-68,944;"Earthquake";102,2;5,9
"1965";-63,159;-163,707;"Earthquake";10;6,1
"1965";52,99;-167,739;"Earthquake";45;7,8
"1965";22,338;101,496;"Earthquake";35;5,9
"1965";-22,567;172,939;"Earthquake";35;5,8
"1965";38,384;22,545;"Earthquake";20;6,3
"1965";46,591;152,467;"Earthquake";45;5,6
"1965";-4,408;155,062;"Earthquake";490;6,3
"1965";-6,819;105,505;"Earthquake";35;5,7
"1965";-28,428;-68,25;"Earthquake";112,4;5,7
"1965";-32,441;-178,803;"Earthquake";45;5,9
"1965";-56,046;157,922;"Earthquake";10;7,3
"1965";-7,526;-81,179;"Earthquake";26,3;5,7
"1965";-5,213;151,701;"Earthquake";60;6,5
"1965";-15,449;166,98;"Earthquake";25;7,2
"1965";-15,67;167,216;"Earthquake";30;5,8
"1965";-15,685;167,097;"Earthquake";30;6,9
"1965";-15,741;167,26;"Earthquake";30;6
"1965";-15,861;167,092;"Earthquake";30;7,6
"1965";-15,817;167,399;"Earthquake";30;6,9
"1965";-5,36;152,116;"Earthquake";51;6,8
"1965";-15,931;167,392;"Earthquake";35;5,9
"1965";-34,596;179,922;"Earthquake";100;5,8
"1965";51,867;175,451;"Earthquake";31;5,5
"1965";46,515;153,387;"Earthquake";15;5,9
"1965";58,09;-152,525;"Earthquake";27,8;7
"1965";57,513;-152,263;"Earthquake";25;5,7
"1965";6,47;-84,408;"Earthquake";15;6,2
"1965";-5,349;152,955;"Earthquake";44,6;6,2
"1965";-6,209;151,651;"Earthquake";15;6,1
"1965";-6,416;70,726;"Earthquake";25;6,3
"1965";49,937;178,166;"Earthquake";19,7;6,8
"1965";-19,921;174,48;"Earthquake";545,5;6,2
"1965";-60,468;-24,551;"Earthquake";10;6
"1965";49,426;156,417;"Earthquake";50;5,9
"1965";-42,969;-75,225;"Earthquake";22,2;5,9
"1965";12,347;114,485;"Earthquake";20;5,9
"1965";-59,225;-25,091;"Earthquake";20;5,8
"1965";56,19;-153,615;"Earthquake";25;5,6
"1965";-9,031;-71,139;"Earthquake";593,8;6,7
"1965";-22,457;-113,788;"Earthquake";15;6,1
"1965";-3,144;143,789;"Earthquake";15;5,9
"1965";-22,126;-113,928;"Earthquake";15;6,2
"1965";30,628;140,23;"Earthquake";20;6,4
"1965";51,101;-170,604;"Earthquake";15;5,8
"1965";52,612;173,14;"Earthquake";35;5,6
"1965";18,919;-107,176;"Earthquake";25;6,7
"1965";-6,458;146,298;"Earthquake";122,5;6,3
"1965";-37,199;177,558;"Earthquake";175;6
"1965";17,135;-100,126;"Earthquake";35;6,4
"1965";-18,108;-178,062;"Earthquake";645;6,2
"1965";-11,292;166,143;"Earthquake";52,8;5,9
"1966";13,248;95,42;"Earthquake";25;5,8
"1966";0,586;120,141;"Earthquake";35;5,9
"1966";33,675;137,244;"Earthquake";15;6
"1966";0,211;123,555;"Earthquake";158,6;5,7
"1966";16,709;119,973;"Earthquake";61,1;5,7
"1966";24,13;121,966;"Earthquake";25;5,8
"1966";-15,899;167,914;"Earthquake";180;6,4
"1966";39,093;21,777;"Earthquake";10;6,2
"1966";26,246;103,187;"Earthquake";10;6,4
"1966";50,023;155,506;"Earthquake";119,4;5,9
"1966";29,956;69,761;"Earthquake";10;6,5
"1966";30,276;70,041;"Earthquake";10;6,5
"1966";-56,79;-25,965;"Earthquake";40;6,3
"1966";-9,851;116,376;"Earthquake";45;5,8
"1966";31,193;142,001;"Earthquake";35;5,8
"1966";20,711;146,163;"Earthquake";45,7;6,5
"1966";48,256;154,425;"Earthquake";45,8;5,8
"1966";-38,747;178,061;"Earthquake";30;5,9
"1966";31,525;80,487;"Earthquake";20;6,7
"1966";31,422;80,554;"Earthquake";20;6,3
"1966";37,156;114,875;"Earthquake";25;6,5
"1966";-13,696;166,555;"Earthquake";35;6,2
"1966";1,903;126,334;"Earthquake";35;6,2
"1966";1,742;126,337;"Earthquake";35;5,6
"1966";-19,991;-68,842;"Earthquake";108,6;5,8
"1966";24,122;122,583;"Earthquake";30;7,5
"1966";36,617;141,121;"Earthquake";48,5;5,7
"1966";12,01;92,483;"Earthquake";10;5,8
"1966";-45,685;96,003;"Earthquake";10;6,3
"1966";56,382;-154,604;"Earthquake";26,2;5,6
"1966";26,199;127,507;"Earthquake";49,7;5,7
"1966";51,301;157,703;"Earthquake";46,6;6,2
"1966";9,409;-84,282;"Earthquake";25;5,8
"1966";-14,074;166,724;"Earthquake";55;5,7
"1966";-31,452;-71,049;"Earthquake";60,5;6,1
"1966";18,113;-102,557;"Earthquake";30;5,7
"1966";-38,231;-72,695;"Earthquake";35;6,3
"1966";-8,341;-74,142;"Earthquake";161;6,4
"1966";-5,996;149,735;"Earthquake";35;6,1
"1966";-8,495;114,967;"Earthquake";105;5,6
"1966";24,298;122,595;"Earthquake";50;6,2
"1966";34,425;26,455;"Earthquake";25;6
"1966";48,888;156,275;"Earthquake";24,7;6,2
"1966";48,848;156,288;"Earthquake";25,7;5,6
"1966";48,853;156,133;"Earthquake";20,6;5,8
"1966";-23,461;-174,657;"Earthquake";15;5,8
"1966";50,993;175,957;"Earthquake";20,6;5,5
"1966";-0,047;123,13;"Earthquake";140;5,8
"1966";46,418;152,735;"Earthquake";39,1;6
"1966";-14,929;167,839;"Earthquake";15;5,6
"1966";36,421;71,224;"Earthquake";215,6;6,6
"1966";9,528;126,505;"Earthquake";25;6
"1966";-14,828;-75,835;"Earthquake";20;6,2
"1966";24,328;122,66;"Earthquake";35;5,6
"1966";11,323;139,593;"Earthquake";35;6,8
"1966";44,238;147,766;"Earthquake";93,2;5,7
"1966";51,399;-178,35;"Earthquake";35;5,6
"1966";24,739;122,414;"Earthquake";112,5;6,4
"1966";51,745;176,296;"Earthquake";30;5,8
"1966";51,826;179,778;"Earthquake";15;6,8
"1966";51,867;-179,88;"Earthquake";15;5,8
"1966";24,303;125,186;"Earthquake";35,6;6,1
"1966";-19,474;-173,254;"Earthquake";25;6
"1966";44,707;37,272;"Earthquake";39,3;5,7
"1966";29,937;68,778;"Earthquake";20,2;6
"1966";29,906;68,681;"Earthquake";25;6,2
"1966";29,988;68,588;"Earthquake";25;6,9
"1966";-10,987;162,767;"Earthquake";35;5,7
"1966";50,513;-171,301;"Earthquake";19,7;6,9
"1966";-10,692;161,237;"Earthquake";35;5,6
"1966";31,0395;-113,7773333;"Earthquake";6;6,35
"1966";19,279;-108,27;"Earthquake";30;6
"1966";-20,161;-175,228;"Earthquake";98,8;6
"1966";-23,495;-175,808;"Earthquake";35;5,9
"1966";52,563;-161,63;"Earthquake";17,2;5,8
"1966";2,388;128,49;"Earthquake";115;7,7
"1966";45,401;150,549;"Earthquake";35;5,6
"1966";6,761;-72,976;"Earthquake";161,1;5,9
"1966";-22,987;170,75;"Earthquake";15;6,3
"1966";39,385;-120,252;"Earthquake";10;5,9
"1966";-21,558;170,596;"Earthquake";150;6,9
"1966";61,58;-150,126;"Earthquake";55;5,6
"1966";-16,654;-177,279;"Earthquake";15;6,1
"1966";-60,354;-26,485;"Earthquake";20;6,1
"1966";-11,793;121,601;"Earthquake";20;6
"1966";-31,241;-177,747;"Earthquake";25;5,8
"1966";19,102;-67,878;"Earthquake";26,5;6
"1966";-15,37;-175,109;"Earthquake";15;6,4
"1966";-31,973;-68,301;"Earthquake";113;6,1
"1966";52,141;-169,158;"Earthquake";29,2;5,6
"1966";-23,822;-67,863;"Earthquake";135;5,6
"1966";41,746;144,389;"Earthquake";32,5;6
"1966";-15,681;167,258;"Earthquake";35;6,3
"1966";-13,954;167,045;"Earthquake";125;6,8
"1966";3,251;128,174;"Earthquake";75;5,7
"1966";44,475;151,655;"Earthquake";15;5,9
"1966";14,351;-91,963;"Earthquake";70;5,7
"1966";-3,424;145,703;"Earthquake";25;6,3
"1967";-15,237;-173,608;"Earthquake";30;6,5
"1967";-11,2;165,416;"Earthquake";30;5,9
"1967";-10,187;28,424;"Earthquake";29,1;5,6
"1967";-12,347;166,221;"Earthquake";30;6
"1967";-11,093;165,668;"Earthquake";30;6,1
"1967";-11,112;165,536;"Earthquake";30;5,6
"1967";-12,376;166,473;"Earthquake";30;5,8
"1967";20,318;120,114;"Earthquake";21,6;5,6
"1967";10,881;-62,33;"Earthquake";92,6;5,5
"1967";48,168;103,036;"Earthquake";13,2;7
"1967";48,477;103,021;"Earthquake";17,5;5,8
"1967";48,04;103,013;"Earthquake";17,5;5,9
"1967";41,878;143,482;"Earthquake";39,3;5,9
"1967";-1,461;126,477;"Earthquake";30;5,6
"1967";-48,873;112,803;"Earthquake";15;6
"1967";11,854;142,866;"Earthquake";15;5,7
"1967";-0,149;120,033;"Earthquake";35;5,7
"1967";33,989;45,738;"Earthquake";35;6,1
"1967";-57,94;-25,663;"Earthquake";65;6,1
"1967";-5,542;110,478;"Earthquake";550;5,6
"1967";56,521;-157,326;"Earthquake";62;5,7
"1967";2,849;-74,798;"Earthquake";55;7
"1967";-0,214;-78,595;"Earthquake";118,9;6
"1967";21,398;121,823;"Earthquake";131,1;5,7
"1967";-18,558;-175,286;"Earthquake";226,7;5,7
"1967";39,1;24,684;"Earthquake";15;6,6
"1967";-10,617;166,198;"Earthquake";15;5,9
"1967";-10,622;166,333;"Earthquake";15;5,9
"1967";-10,821;166,388;"Earthquake";55;5,9
"1967";19,263;-95,801;"Earthquake";28,7;5,9
"1967";45,718;151,83;"Earthquake";35;6,1
"1967";45,661;151,789;"Earthquake";45;5,8
"1967";45,617;151,703;"Earthquake";29,8;6,1
"1967";-6,024;151,499;"Earthquake";22,5;5,9
"1967";20,036;147,311;"Earthquake";27,1;5,9
"1967";19,992;147,227;"Earthquake";25;5,7
"1967";20,07;147,252;"Earthquake";25;5,8
"1967";-3,989;135,677;"Earthquake";15;6
"1967";-7,359;155,753;"Earthquake";35;5,7
"1967";-7,222;155,833;"Earthquake";35;6,1
"1967";-63,66;-167,459;"Earthquake";10;6,1
"1967";5,121;96,286;"Earthquake";50;6,7
"1967";5,349;96,483;"Earthquake";50;5,6
"1967";39,528;21,267;"Earthquake";25;6,2
"1967";-55,604;-28,129;"Earthquake";30;5,9
"1967";-10,425;161,494;"Earthquake";40;5,8
"1967";5,161;127,412;"Earthquake";90;5,7
"1967";39,365;73,787;"Earthquake";15;5,6
"1967";-20,304;-68,821;"Earthquake";109,4;6,1
"1967";53,567;-165,718;"Earthquake";50;5,8
"1967";-6,794;154,934;"Earthquake";15;5,6
"1967";58,207;-151,453;"Earthquake";27,8;5,6
"1967";-41,394;-73,809;"Earthquake";31,9;5,7
"1967";-44,881;35,508;"Earthquake";10;5,8
"1967";47,649;154,23;"Earthquake";40;6
"1967";54,358;-158,087;"Earthquake";27,5;6,5
"1967";8,823;93,637;"Earthquake";15;6,1
"1967";43,136;142,67;"Earthquake";158,1;5,7
"1967";52,557;-168,19;"Earthquake";27,3;6,1
"1967";8,571;125,941;"Earthquake";200;5,7
"1967";4,894;126,855;"Earthquake";75;5,7
"1967";5,479;-82,732;"Earthquake";20;6,1
"1967";-13,02;-76,731;"Earthquake";50;5,7
"1967";-6,484;130,544;"Earthquake";105;5,9
"1967";45,342;150,317;"Earthquake";35;5,6
"1967";-24,719;-177,33;"Earthquake";143,6;6,7
"1967";-14,89;166,756;"Earthquake";20;5,7
"1967";-5,615;147,201;"Earthquake";185;5,7
"1967";-10,656;-79,674;"Earthquake";15;7
"1967";-31,278;-179,422;"Earthquake";236,1;6,5
"1967";14,596;93,48;"Earthquake";32,9;5,7
"1967";2,626;124,226;"Earthquake";275;5,9
"1967";12,27;140,953;"Earthquake";15;6,1
"1967";-27,623;-63,23;"Earthquake";580,4;6,7
"1967";-54,55;-136,196;"Earthquake";10;6,3
"1967";10,878;-85,964;"Earthquake";30;6,2
"1967";-5,631;153,959;"Earthquake";25;6,8
"1967";49,107;156,309;"Earthquake";32,4;5,6
"1967";-9,445;148,843;"Earthquake";20;5,7
"1967";-5,623;154,057;"Earthquake";35;5,9
"1967";-21,182;-179,186;"Earthquake";636,8;7,2
"1967";30,449;142,687;"Earthquake";10;5,6
"1967";-21,025;-179,146;"Earthquake";642,9;5,6
"1967";52,13;152,592;"Earthquake";461,8;5,8
"1967";-7,131;129,828;"Earthquake";88,2;6
"1967";-4,624;135,649;"Earthquake";15;5,7
"1967";-17,727;-178,856;"Earthquake";550;5,6
"1967";37,317;141,846;"Earthquake";35;6
"1967";43,523;144,316;"Earthquake";30;6,7
"1967";43,502;144,261;"Earthquake";30;5,6
"1967";-2,704;-77,631;"Earthquake";93,7;6,1
"1967";-15,043;-172,636;"Earthquake";46,7;5,6
"1967";16,853;-85,789;"Earthquake";20;5,6
"1967";-5,233;133,932;"Earthquake";30;5,6
"1967";51,094;178,524;"Earthquake";30;5,8
"1967";-7,163;123,752;"Earthquake";584,2;6,2
"1967";-6,157;71,342;"Earthquake";22,4;5,9
"1967";-17,279;-171,847;"Earthquake";15;6,4
"1967";49,439;154,435;"Earthquake";143;6,3
"1967";-14,591;167,312;"Earthquake";140;5,6
"1967";-10,862;164,226;"Earthquake";10;5,8
"1967";40,478;-124,656;"Earthquake";20;5,6
"1967";17,412;73,885;"Earthquake";15;6,6
"1968";-5,175;153,421;"Earthquake";60;5,9
"1968";52,226;-171,468;"Earthquake";26;6,1
"1968";-9,779;148,835;"Earthquake";15;5,8
"1968";-27,845;-70,873;"Earthquake";30;6,4
"1968";-5,042;153,961;"Earthquake";116,6;5,7
"1968";33,623;141,938;"Earthquake";15;6
"1968";43,203;146,986;"Earthquake";36;5,6
"1968";46,606;152,761;"Earthquake";35;5,7
"1968";16,578;-99,533;"Earthquake";25;5,8
"1968";43,05;147,283;"Earthquake";23,5;6,6
"1968";-0,135;124,145;"Earthquake";100;5,6
"1968";-28,59;-70,999;"Earthquake";45;5,6
"1968";46,026;152,189;"Earthquake";60;5,6
"1968";-5,42;153,368;"Earthquake";30;7,3
"1968";-6,164;71,374;"Earthquake";15;5,9
"1968";1,584;122,452;"Earthquake";422,7;5,7
"1968";9,507;126,415;"Earthquake";35;6,3
"1968";9,526;126,196;"Earthquake";35;6,1
"1968";-5,897;151,013;"Earthquake";45;6,3
"1968";-5,603;154,093;"Earthquake";75;5,7
"1968";51,955;-177,212;"Earthquake";70;5,5
"1968";-36,391;179,575;"Earthquake";70;5,8
"1968";-16,212;-173,889;"Earthquake";109,1;6,4
"1968";32,449;132,269;"Earthquake";34,2;7,5
"1968";32,241;132,136;"Earthquake";30;6,8
"1968";51,359;176,55;"Earthquake";36,4;5,9
"1968";33,1798333;-116,103;"Earthquake";10;6,6
"1968";18,682;-69,641;"Earthquake";82,3;5,9
"1968";-6,348;129,915;"Earthquake";125,3;5,7
"1968";25,191;124,636;"Earthquake";97,4;5,7
"1968";6,741;-73,002;"Earthquake";159,4;5,7
"1968";-58,011;157,724;"Earthquake";15;5,6
"1968";43,597;-128,135;"Earthquake";10;6,4
"1968";-5,348;-81,835;"Earthquake";18,8;5,7
"1968";-6,34;147,107;"Earthquake";50;5,8
"1968";40,252;142,397;"Earthquake";45;5,8
"1968";-8,076;158,673;"Earthquake";35;5,7
"1968";45,445;148,584;"Earthquake";155;5,6
"1968";-1,916;120,094;"Earthquake";35;6,7
"1968";-2,078;120,462;"Earthquake";38;6,2
"1968";-8,74;157,558;"Earthquake";15;5,7
"1968";43,54;147,096;"Earthquake";40;5,9
"1968";-48,946;31,122;"Earthquake";15;6,2
"1968";56,28;-161,493;"Earthquake";186,1;5,7
"1968";39,503;143,07;"Earthquake";32,1;7
"1968";-0,591;132,909;"Earthquake";35;5,7
"1968";39,362;142,955;"Earthquake";27,5;6,3
"1968";35,999;139,348;"Earthquake";60,6;6,1
"1968";17,515;-100,273;"Earthquake";57,9;6,4
"1968";-29,915;-177,69;"Earthquake";55;5,7
"1968";-2,712;138,891;"Earthquake";45;6
"1968";38,478;142,153;"Earthquake";47;6,3
"1968";-6,477;133,887;"Earthquake";55;5,8
"1968";-36,772;78,413;"Earthquake";15;6
"1968";40,211;143,472;"Earthquake";20;5,9
"1968";39,554;143,238;"Earthquake";21,8;6
"1968";39,623;143,277;"Earthquake";19,9;6
"1968";-26,822;-177,09;"Earthquake";127,2;5,7
"1968";16,316;122,067;"Earthquake";25;7,6
"1968";27,579;60,979;"Earthquake";67,4;5,9
"1968";16,519;-97,739;"Earthquake";25;7,3
"1968";25,637;128,49;"Earthquake";15;6,7
"1968";16,475;122,23;"Earthquake";25;6,4
"1968";6,498;126,777;"Earthquake";100;6,1
"1968";33,231;132,192;"Earthquake";45,7;6,8
"1968";43,024;144,844;"Earthquake";59,9;5,8
"1968";36,363;141,587;"Earthquake";37,6;5,8
"1968";1,514;126,234;"Earthquake";23;7,6
"1968";1,328;126,478;"Earthquake";20;5,8
"1968";1,402;126,182;"Earthquake";25;6,5
"1968";1,619;126,297;"Earthquake";30;5,9
"1968";-15,242;-73,924;"Earthquake";90,2;5,8
"1968";52,053;-179,955;"Earthquake";165,2;5,7
"1968";1,584;126,483;"Earthquake";30;6
"1968";34,021;58,178;"Earthquake";15;6,2
"1968";41,86;32,463;"Earthquake";20;6,3
"1968";20,561;-62,28;"Earthquake";17,7;5,5
"1968";31,008;131,907;"Earthquake";37,2;5,6
"1968";-58,456;-25,712;"Earthquake";45;5,7
"1968";-3,714;143,074;"Earthquake";30;6,3
"1968";-8,752;-74,434;"Earthquake";142,3;6,1
"1968";-43,037;-75,175;"Earthquake";17,9;5,9
"1968";-21,516;-179,26;"Earthquake";635,4;6,1
"1968";-3,775;128,493;"Earthquake";105;5,8
"1968";-56,186;-27,225;"Earthquake";100,9;6
"1968";-15,119;-175,174;"Earthquake";15;6,2
"1968";26,358;140,635;"Earthquake";500;7,3
"1968";41,965;142,759;"Earthquake";35;6,5
"1968";-39,846;87,677;"Earthquake";10;6,1
"1968";-23,34;-66,582;"Earthquake";209,3;5,6
"1968";-6,078;148,631;"Earthquake";48,9;6,1
"1968";-20,733;-178,698;"Earthquake";603,6;6
"1968";-14,177;172,113;"Earthquake";597;6,5
"1968";2,358;126,856;"Earthquake";42,2;6,1
"1968";40,172;143,442;"Earthquake";27,1;5,9
"1968";27,488;128,483;"Earthquake";53,6;5,8
"1968";-14,148;23,877;"Earthquake";11,3;5,7
"1968";36,482;26,989;"Earthquake";20;6,1
"1968";63,929;-21,954;"Earthquake";10;6
"1968";-3,517;146,033;"Earthquake";15;6,6
"1968";51,465;175,614;"Earthquake";25;5,7
"1968";-44,983;-80,485;"Earthquake";10;5,8
"1968";-20,67;169,428;"Earthquake";71,6;6
"1968";-6,321;130,418;"Earthquake";90;5,7
"1968";9,715;125,884;"Earthquake";97,9;5,9
"1968";-15,961;-177,862;"Earthquake";435,8;5,6
"1969";51,096;-179,392;"Earthquake";45;5,6
"1969";-56,096;-27,842;"Earthquake";80,1;6
"1969";37,14;57,899;"Earthquake";10;5,5
"1969";51,132;-179,306;"Earthquake";15;5,9
"1969";-6,85;129,821;"Earthquake";105;5,8
"1969";-7,97;158,888;"Earthquake";60;7
"1969";-10,407;164,479;"Earthquake";10;6,9
"1969";11,823;143,419;"Earthquake";45;5,6
"1969";28,92;130,667;"Earthquake";25;5,9
"1969";9,252;126,46;"Earthquake";35;5,7
"1969";3,8;128,255;"Earthquake";45;6
"1969";3,882;128,371;"Earthquake";45;5,7
"1969";4,254;128,102;"Earthquake";30;5,8
"1969";4,738;127,374;"Earthquake";35;6,8
"1969";-0,717;121,631;"Earthquake";45;6,1
"1969";-8,124;-79,943;"Earthquake";35;6,2
"1969";-22,797;178,82;"Earthquake";660;7,2
"1969";-22,973;179,076;"Earthquake";662;5,9
"1969";41,389;79,307;"Earthquake";13,3;6,1
"1969";-6,784;126,581;"Earthquake";430,5;7,2
"1969";40,028;27,572;"Earthquake";15;5,8
"1969";51,574;159,196;"Earthquake";34,5;6
"1969";4,031;128,112;"Earthquake";35;6,2
"1969";36,394;70,746;"Earthquake";205,6;6,2
"1969";41,32;139,81;"Earthquake";170;5,7
"1969";-4,193;135,504;"Earthquake";20;6,3
"1969";-4,103;135,64;"Earthquake";20;5,7
"1969";-5,589;147,23;"Earthquake";198,7;6
"1969";51,117;173,537;"Earthquake";15;5,7
"1969";24,315;-110,154;"Earthquake";15;5,9
"1969";54,435;169,37;"Earthquake";15,9;5,6
"1969";11,884;41,338;"Earthquake";15;6,1
"1969";1,339;-85,024;"Earthquake";15;6,3
"1969";38,433;26,631;"Earthquake";15;5,8
"1969";76,481;131,227;"Earthquake";15;5,5
"1969";-49,191;30,286;"Earthquake";15;5,7
"1969";36,825;139,853;"Earthquake";110,4;5,7
"1969";42,082;131,132;"Earthquake";565;5,8
"1969";-16,695;-174,666;"Earthquake";203,4;6,2
"1969";-17,469;168,798;"Earthquake";10;6
"1969";-23,558;-174,819;"Earthquake";15;5,8
"1969";40,405;143,794;"Earthquake";15;5,8
"1969";34,414;25,169;"Earthquake";22,4;6,1
"1969";-55,791;147,116;"Earthquake";10;5,8
"1969";-3,843;131,523;"Earthquake";25;5,8
"1969";16,465;147,287;"Earthquake";25;5,9
"1969";2,097;126,65;"Earthquake";15;5,6
"1969";46,429;153,324;"Earthquake";20;6
"1969";39,849;143,737;"Earthquake";19,5;6,2
"1969";45,407;150,882;"Earthquake";38,4;6,3
"1969";45,478;150,942;"Earthquake";25;5,8
"1969";-4,27;153,016;"Earthquake";30;5,9
"1969";24,125;123,212;"Earthquake";55;5,6
"1969";45,336;151,626;"Earthquake";26,6;5,6
"1969";-5,639;125,331;"Earthquake";525,1;6,3
"1969";1,138;126,181;"Earthquake";26,9;6,9
"1969";-5,316;153,708;"Earthquake";35;6,1
"1969";-5,211;154,109;"Earthquake";100;5,6
"1969";36,369;70,891;"Earthquake";193,2;5,9
"1969";-47,715;-15,654;"Earthquake";15;6,1
"1969";-6,069;129,569;"Earthquake";176,1;6,6
"1969";43,552;147,987;"Earthquake";25;6,2
"1969";43,634;147,673;"Earthquake";25;6,2
"1969";43,599;147,385;"Earthquake";25;7,5
"1969";44,007;148,413;"Earthquake";30;5,7
"1969";43,208;147,731;"Earthquake";30;5,8
"1969";43,666;147,804;"Earthquake";35;5,6
"1969";1,848;126,371;"Earthquake";35;6,2
"1969";43,235;147,707;"Earthquake";18,9;6,2
"1969";43,301;147,692;"Earthquake";30,4;6,1
"1969";43,584;148,187;"Earthquake";30;6,8
